name,main_category,sub_category,image,link,ratings,no_of_ratings,discount_price,actual_price
"Women Sports Shorts, Dancing Workout, Running Yoga Shorts Pant/Shorts for Women's/Girl's Stylish-Black",sports & fitness,Yoga,https://m.media-amazon.com/images/I/3103rHZIvzL._AC_UL320_.jpg,https://www.amazon.in/Sports-Dancing-Workout-Running-Stylish-Black/dp/B09X1FR1J7/ref=sr_1_59?qid=1679217837&s=sports&sr=1-59,3.8,54,₹199,₹699
WiseLife TRU Alignment Yoga Mat + Sleek Yoga Strap for Men and Women ( ProBalance TPE Material 6mm Extra Thick Extra Long ...,sports & fitness,Yoga,https://m.media-amazon.com/images/I/61b+Zrv6-WL._AC_UL320_.jpg,https://www.amazon.in/WiseLife-Alignment-Storage-ProBalance-Material/dp/B08W1WMQ1V/ref=sr_1_60?qid=1679217837&s=sports&sr=1-60,4.2,719,"₹1,223.78","₹4,995"
UNBEATABLE Men s Running Shorts，Workout Running Shorts for Men Gym Yoga Outdoor Sports Shorts,sports & fitness,Yoga,https://m.media-amazon.com/images/I/81sOaxv+2SL._AC_UL320_.jpg,https://www.amazon.in/UNBEATABLE-Running-Shorts%EF%BC%8CWorkout-Shorts-Outdoor/dp/B09Y1YC8ZF/ref=sr_1_61?qid=1679217837&s=sports&sr=1-61,3.6,115,₹328,₹749
Oysters Men's 2 In 1 Running Quick Dry Shorts Gym Athletic Workout Shorts For Men With Phone Pockets,sports & fitness,Yoga,https://m.media-amazon.com/images/I/61SY1s3YCdL._AC_UL320_.jpg,https://www.amazon.in/Oysters-Running-Athletic-Workout-Airforce/dp/B0B6QJDMZ2/ref=sr_1_62?qid=1679217837&s=sports&sr=1-62,3.9,88,₹649,₹999
"TEGO Stance Truly Reversible Yoga Mat with GuideAlign - 5-6mm Thick (Blue Green Without Bag)72x24 Inch-Exercise, Anti Sli...",sports & fitness,Yoga,https://m.media-amazon.com/images/I/71GT6DxGXkL._AC_UL320_.jpg,https://www.amazon.in/TEGO-Stance-Truly-Reversible-GuideAlign/dp/B07R457D2W/ref=sr_1_63?qid=1679217837&s=sports&sr=1-63,4.4,924,"₹2,279","₹2,499"
Sport Fuel 8907313008520 Nylon Yoga Mat Cover (Blue),sports & fitness,Yoga,https://m.media-amazon.com/images/I/61Kiuk15T1L._AC_UL320_.jpg,https://www.amazon.in/Sport-Fuel-8907313008520-Nylon-Cover/dp/B01NADIPX3/ref=sr_1_64?qid=1679217837&s=sports&sr=1-64,4.3,470,₹379,₹750
PLERIZA Women's & Girls' Solid Polyester Rib-Knit Square Neck Tank Tops,sports & fitness,Yoga,https://m.media-amazon.com/images/I/61YKnlr+7YL._AC_UL320_.jpg,https://www.amazon.in/PLERIZA-Womens-Girls-Rib-Knit-Square/dp/B09YQ16D24/ref=sr_1_65?qid=1679217837&s=sports&sr=1-65,3.8,236,₹299,"₹1,199"
UNBEATABLE Men's Compression Top,sports & fitness,Yoga,https://m.media-amazon.com/images/I/31vr6XfcfTL._AC_UL320_.jpg,https://www.amazon.in/UNBEATABLE-Compression-Outdoor-Inner-UNBEATABLETSHIRT_Black_M/dp/B09NKYQ2GK/ref=sr_1_66?qid=1679217837&s=sports&sr=1-66,3.7,474,₹348,₹699
WiseLife Printed Yoga Mat + Sleek Yoga Strap for Men and Women | Non-Slip Textured Extra Wide & Thick | Pro Balance TPE Ex...,sports & fitness,Yoga,https://m.media-amazon.com/images/I/61BwclMbubL._AC_UL320_.jpg,https://www.amazon.in/WiseLife-Midnight-Material-Exercise-pilates/dp/B08L6T2STF/ref=sr_1_67?qid=1679217837&s=sports&sr=1-67,4.3,469,"₹1,297.35","₹2,325"
"Flingr Poly Spandex Women's Sports Shorts For Slim Fit | Sport Shorts For Workout, Yoga, Exercise, Running, Cycling, Gym C...",sports & fitness,Yoga,https://m.media-amazon.com/images/I/51GTOaaV1pL._AC_UL320_.jpg,https://www.amazon.in/FLINGR-Spandex-Workout-Exercise-Running/dp/B09RP6FCST/ref=sr_1_68?qid=1679217837&s=sports&sr=1-68,4.2,84,₹299,₹999
"Luxify Tights for Women Sports Stylish Girls Compression Shorts Best Skins Half for Gym, Dance, Gymnastics, Running, Swimm...",sports & fitness,Yoga,https://m.media-amazon.com/images/I/61QtK6y0aZL._AC_UL320_.jpg,https://www.amazon.in/Luxify-Compression-Gymnastics-Swimming-Stretchable/dp/B089ZXB21F/ref=sr_1_69?qid=1679217837&s=sports&sr=1-69,3.4,225,₹199,₹699
"TEGO CORE Yoga Mat with GuideAlign - Extra Large, Extra 8mm thick, Comes with Yoga Mat Holder Bag 72x26 Inch-Exercise, Ant...",sports & fitness,Yoga,https://m.media-amazon.com/images/I/51qvblMVXbL._AC_UL320_.jpg,https://www.amazon.in/TEGO-CORE-Yoga-GuideAlign-Inch-Exercise/dp/B0BQY3XC4R/ref=sr_1_70?qid=1679217837&s=sports&sr=1-70,4.3,16,"₹1,849","₹2,299"
Amazon Brand - Symactive Men's Regular Fit Sports T-Shirt,sports & fitness,Yoga,https://m.media-amazon.com/images/I/61uxOb7ZmVL._AC_UL320_.jpg,https://www.amazon.in/Amazon-Brand-Symbol-T-Shirt-AW17-SYSP-04B_Large_Navy/dp/B071KFNBBF/ref=sr_1_71?qid=1679217837&s=sports&sr=1-71,4.1,"2,757",₹309,₹799
Hykes Yoga Mat for Women & Men - TPE Eco Friendly 6mm thickness Non Slip Classic Pro Exercise Mat for Home Workout Pilates...,sports & fitness,Yoga,https://m.media-amazon.com/images/I/61b-UnnzmHL._AC_UL320_.jpg,https://www.amazon.in/Hykes-Alignment-Carrying-Anti-Slip-Thickness/dp/B097P8PH5K/ref=sr_1_72?qid=1679217837&s=sports&sr=1-72,4.3,298,"₹1,299","₹1,399"
Strauss Adjustable Yoga Mat Strap | Sling Belt for Carrying & Holding Mat | Durable Cotton Yoga Mat Carrying Strap Up to 1...,sports & fitness,Yoga,https://m.media-amazon.com/images/I/61JGII8aHuL._AC_UL320_.jpg,https://www.amazon.in/Strauss-ST-1552-Cotton-Strap-Black/dp/B07NPPBK3S/ref=sr_1_73?qid=1679217838&s=sports&sr=1-73,4.1,"1,002",₹189,₹425
"AGARO High Density EVA Yoga Block Brick With Belt, Improves Strength Aid Balance and Flexibility, Light weight, Odour Free",sports & fitness,Yoga,https://m.media-amazon.com/images/I/81JdKBXimWL._AC_UL320_.jpg,https://www.amazon.in/AGARO-Density-Improves-Strength-Flexibility/dp/B09SFWQNG1/ref=sr_1_74?qid=1679217838&s=sports&sr=1-74,4.3,70,₹679,₹999
"HealthSense Yoga Mat for Women & Men | Exercise Gym Mat for Home Workout with Carry Rope, TPE Material, Anti-Slip Design, ...",sports & fitness,Yoga,https://m.media-amazon.com/images/I/71KeqoUBaRL._AC_UL320_.jpg,https://www.amazon.in/HealthSense-Exercise-Workout-Material-Anti-Slip/dp/B0BJ2CQHW5/ref=sr_1_75?qid=1679217838&s=sports&sr=1-75,4.3,56,"₹1,399","₹2,500"
PANCHTATAVA Yoga Mat Cover with Adjustable Shoulder Strap-Stylish Parachute Blue Yoga Bag (1),sports & fitness,Yoga,https://m.media-amazon.com/images/I/51o8EUXSMCL._AC_UL320_.jpg,https://www.amazon.in/PANCHTATAVA-Adjustable-Shoulder-Strap-Stylish-Parachute/dp/B08YRM9HWF/ref=sr_1_76?qid=1679217838&s=sports&sr=1-76,4.4,100,₹265,₹999
Amazon Brand - Symactive Men's Regular Fit T-Shirt,sports & fitness,Yoga,https://m.media-amazon.com/images/I/7148IlzWBVL._AC_UL320_.jpg,https://www.amazon.in/Amazon-Brand-Symbol-T-Shirt-AW17-SYSP-03B_Medium_Viridian/dp/B071GTQH6K/ref=sr_1_77?qid=1679217838&s=sports&sr=1-77,4.0,"2,908",₹309,₹999
"WiseLife Teal Yoga Block | Yoga Brick (Set of 2, Extra Large Size), High Density Premium EVA Foam Material, Odour Resistan...",sports & fitness,Yoga,https://m.media-amazon.com/images/I/810ISBupJgS._AC_UL320_.jpg,https://www.amazon.in/WiseLife-Density-Material-Resistant-Performance/dp/B08WKD8VTY/ref=sr_1_78?qid=1679217838&s=sports&sr=1-78,4.5,189,₹832.35,"₹1,452"
"Qatalyze Extra Large and Thick NBR Yoga Mat for Men and Women (6 feet 2.7 inch long, 70 cm wide and 12mm thick), Anti Slip...",sports & fitness,Yoga,https://m.media-amazon.com/images/I/91XxIoOAqLS._AC_UL320_.jpg,https://www.amazon.in/Qatalyze-Extra-Strong-Exercise-Workout/dp/B08X7FT1D1/ref=sr_1_79?qid=1679217838&s=sports&sr=1-79,3.8,608,₹999,"₹1,999"
London Hills Printed Men Hooded Neck T-Shirt,sports & fitness,Yoga,https://m.media-amazon.com/images/I/71fjO2Z-NZL._AC_UL320_.jpg,https://www.amazon.in/London-Hills-Cotton-Hoodies-LH_OS_HOODIE_HS_BLACK_46_SIZE_M_Black_M/dp/B0BHMBLCJT/ref=sr_1_80?qid=1679217838&s=sports&sr=1-80,3.8,33,₹449,"₹1,299"
QUADA Compression Swimming t Shirt Full Sleevs for Men,sports & fitness,Yoga,https://m.media-amazon.com/images/I/51fbEVpi+ZL._AC_UL320_.jpg,https://www.amazon.in/QUADA-Compression-Swimming-Sleevs-Medium/dp/B07TFDHWTK/ref=sr_1_81?qid=1679217838&s=sports&sr=1-81,4.1,409,₹349,₹999
"Vifitkit 6mm Anti-Skid EVA+TPE Yoga Mat with Carry Bag, Strap, & Skipping Rope for Home Gym & Outdoor Workout for Men & Wo...",sports & fitness,Yoga,https://m.media-amazon.com/images/I/61Jfu1Y87bL._AC_UL320_.jpg,https://www.amazon.in/VIFITKIT-Premium-Carrying-Outdoor-Workout/dp/B096BDBLBF/ref=sr_1_82?qid=1679217838&s=sports&sr=1-82,3.7,"1,471",₹529,"₹1,699"
Amazon Brand - Symactive 6mm Anti-Skid Lightweight with perfect grip LDPE + EVA Yoga Mat with Carry Bag (Army Green),sports & fitness,Yoga,https://m.media-amazon.com/images/I/81n-zuAPPyS._AC_UL320_.jpg,https://www.amazon.in/Amazon-Brand-Symactive-Anti-Slip-built/dp/B08R125S9D/ref=sr_1_83?qid=1679217838&s=sports&sr=1-83,4.1,"1,905",₹548.49,"₹1,269"
Clovia Women's Polyester Activewear Sports Cycling Shorts,sports & fitness,Yoga,https://m.media-amazon.com/images/I/61pVxr2mbfL._AC_UL320_.jpg,https://www.amazon.in/Clovia-Polyester-Activewear-Cycling-AB0055P13_Black_M/dp/B08X3DMPYX/ref=sr_1_84?qid=1679217838&s=sports&sr=1-84,4.1,114,₹529,"₹1,299"
"serveuttam Yoga Block High-Density EVA Foam Block to Support and Deepen Poses, Improve Strength and Aid Balance and Flexib...",sports & fitness,Yoga,https://m.media-amazon.com/images/I/41J6+n7GZ0L._AC_UL320_.jpg,https://www.amazon.in/serveuttam-High-Density-Flexibility-Lightweight-Moisture-Proof/dp/B07RTRK1FD/ref=sr_1_85?qid=1679217838&s=sports&sr=1-85,4.3,506,₹664.05,₹950
GYMIFIC Mens Compression Shorts Training Athletics Workout Tight Compression Half Pants Men Running Tights for Sports,sports & fitness,Yoga,https://m.media-amazon.com/images/I/61s1ZHK9BlL._AC_UL320_.jpg,https://www.amazon.in/GYMIFIC-Compression-Training-Athletics-Workout/dp/B0BNDLXT1J/ref=sr_1_86?qid=1679217838&s=sports&sr=1-86,3.7,21,₹188,₹499
"Yogarise 6mm TPE Anti-Skid Yoga Mat Extra Thick with Carry Bag For Home Gym & Outdoor Workout, Water-Resistant (Tan)",sports & fitness,Yoga,https://m.media-amazon.com/images/I/61l0geAGAhL._AC_UL320_.jpg,https://www.amazon.in/Anti-Skid-Waterproof-Lightweight-Convenient-6mm/dp/B0B2WSH8Y1/ref=sr_1_87?qid=1679217838&s=sports&sr=1-87,3.5,138,₹699,"₹1,299"
JUGULAR Boys Cotton Hooded Neck Hooded Sweatshirt,sports & fitness,Yoga,https://m.media-amazon.com/images/I/61YeV31sKOL._AC_UL320_.jpg,https://www.amazon.in/JUGULAR-Printed-Sweatshirt-Hoodies-13Years-14Years/dp/B09K5H2TNH/ref=sr_1_88?qid=1679217838&s=sports&sr=1-88,3.8,282,₹389,₹999
ENDEAVOUR WEAR Men's Outdoor Quick Dry Lightweight Sports Shorts Zipper Pockets,sports & fitness,Yoga,https://m.media-amazon.com/images/I/61XZpad5ruL._AC_UL320_.jpg,https://www.amazon.in/ENDEAVOUR-WEAR-Light-Regular-Shorts/dp/B0B4KCSXVG/ref=sr_1_89?qid=1679217838&s=sports&sr=1-89,4.0,325,₹399,₹899
Unbeatable Womens Compression Top T-Shirt for Gym Sports Yoga Swimming Running Full Sleeve,sports & fitness,Yoga,https://m.media-amazon.com/images/I/717Re8I8CTL._AC_UL320_.jpg,https://www.amazon.in/Unbeatable-Compression-T-Shirt-Swimming-Running/dp/B09Y37RX5S/ref=sr_1_90?qid=1679217838&s=sports&sr=1-90,3.9,89,₹348,₹799
"The Yogis 100% Soft Cotton Yoga Strap and Stretching Belt | 10 feet Long | D-Ring Buckle Strap | For Stretching, Yoga, Pil...",sports & fitness,Yoga,https://m.media-amazon.com/images/I/41nvnwvSDDL._AC_UL320_.jpg,https://www.amazon.in/Yogis-Stretching-Pilates-Gymnastics-Flexibility/dp/B0B65TTL16/ref=sr_1_91?qid=1679217838&s=sports&sr=1-91,4.8,17,₹290,₹488
"Amazonbasics EVA Foam Foam Yoga Blocks - 4 X 9 X 6 Inches, Set Of 2, Abstract,Ethylenevinyl Acetate",sports & fitness,Yoga,https://m.media-amazon.com/images/I/81bDis3r1gL._AC_UL320_.jpg,https://www.amazon.in/AmazonBasics-Foam-Yoga-Block-Abstract/dp/B086DX8NN4/ref=sr_1_92?qid=1679217838&s=sports&sr=1-92,4.2,132,₹559,"₹1,100"
Roseate Yoga Mat 4MM Large with Free Skipping Rope & Carrying Bag High Density Anti-Skid for Men & Women Fitness Flooring ...,sports & fitness,Yoga,https://m.media-amazon.com/images/I/71sQrVz3lHL._AC_UL320_.jpg,https://www.amazon.in/Roseate%C2%AE-Skipping-Carrying-Anti-Skid-Flooring/dp/B08C4NFW7L/ref=sr_1_93?qid=1679217838&s=sports&sr=1-93,3.9,"5,655",₹399,"₹1,999"
DEVMA Narains Packaging Green Yoga Mat 4 mm Thick and Non-Slippery Washable with Bag,sports & fitness,Yoga,https://m.media-amazon.com/images/I/71+xP1RLgAL._AC_UL320_.jpg,https://www.amazon.in/Narains-Packaging-Green-Non-Slippery-Washable/dp/B079RCMLPZ/ref=sr_1_94?qid=1679217838&s=sports&sr=1-94,3.8,121,₹208,₹999
Campus Sutra Men's Solid Black Dri-Fit Zip Through Activewear Jacket Regular Fit for Casual Wear | Structured Jacket Craft...,sports & fitness,Yoga,https://m.media-amazon.com/images/I/61pkdIl8h2L._AC_UL320_.jpg,https://www.amazon.in/Campus-Sutra-Polyester-Hooded-Sports/dp/B07J3K8W9D/ref=sr_1_95?qid=1679217838&s=sports&sr=1-95,3.8,"1,039",₹709,"₹2,499"
"BOSTER Premium 10 mm Extra Thick & Large 6 feet EVA Excercise Mat for Workout Yoga Fitness Home Gym and Meditation, Anti T...",sports & fitness,Yoga,https://m.media-amazon.com/images/I/61thGKJGgjL._AC_UL320_.jpg,https://www.amazon.in/BOSTER-Carrying-Excercise-Meditation-Included/dp/B09NP885H1/ref=sr_1_96?qid=1679217838&s=sports&sr=1-96,3.9,"2,043",₹989,"₹1,999"
"AmazonBasics Yoga and Exercise Mat with Carrying Strap, 6mm",sports & fitness,Yoga,https://m.media-amazon.com/images/I/81DYPJ7mPnL._AC_UL320_.jpg,https://www.amazon.in/AmazonBasics-Yoga-Exercise-Carrying-Strap/dp/B0713Y7MX2/ref=sr_1_217?qid=1679217841&s=sports&sr=1-217,4.0,340,₹393.33,"₹1,195"
CHKOKKO Double Layered Sports Gym Workout Running Shorts for Women,sports & fitness,Yoga,https://m.media-amazon.com/images/I/618lISFPu0L._AC_UL320_.jpg,https://www.amazon.in/CHKOKKO-Double-Layered-Workout-Running/dp/B08VRSKSV2/ref=sr_1_218?qid=1679217841&s=sports&sr=1-218,4.1,"1,813",₹499,"₹1,499"
Clovia Women's Cotton Mid Waist Cycling Shorts,sports & fitness,Yoga,https://m.media-amazon.com/images/I/81TlDcWJnXL._AC_UL320_.jpg,https://www.amazon.in/Clovia-Womens-Cotton-Cycling-PN3352P05_Grey_M/dp/B0832NCJRD/ref=sr_1_219?qid=1679217841&s=sports&sr=1-219,3.7,104,₹209,₹499
"FITLETHIC Multi 8 Loop Yoga Stretching Strap for Men, Women (Turquoise)",sports & fitness,Yoga,https://m.media-amazon.com/images/I/91XtCm7-D6L._AC_UL320_.jpg,https://www.amazon.in/Fitlethic-Stretching-Resistance-Flexibility-Turquoise/dp/B07L5MNVX6/ref=sr_1_220?qid=1679217841&s=sports&sr=1-220,3.9,316,₹425,₹999
KRUM Yoga Gym Mat Exercise Yoga Mat Gymnastics Training Tumbling High Destiny Foam Foldable 72 x 24x 22 mm Foldable Yoga M...,sports & fitness,Yoga,https://m.media-amazon.com/images/I/51ndmUz-ZuL._AC_UL320_.jpg,https://www.amazon.in/Yoga-Gym-Mat-Gymnastics-Traveling/dp/B07RVG1LL4/ref=sr_1_221?qid=1679217841&s=sports&sr=1-221,4.1,65,"₹1,099","₹1,999"
"Friends of Meditation Yoga Mat Bag - Full Zip Exercise Yoga Mat Gym Carrier Bag with Pockets and Adjustable Strap, Suitabl...",sports & fitness,Yoga,https://m.media-amazon.com/images/I/61XIrFA7+1L._AC_UL320_.jpg,https://www.amazon.in/Friends-Meditation-Yoga-Mat-Bag/dp/B09L7YJZT7/ref=sr_1_222?qid=1679217841&s=sports&sr=1-222,4.0,57,₹499,₹999
"Great Choice Men's Lycra Shorts for Gym, Running, Cycling, Swimming, Basketball, Cricket, Yoga, Football, Tennis, Badminto...",sports & fitness,Yoga,https://m.media-amazon.com/images/I/31LtS8D5eBL._AC_UL320_.jpg,https://www.amazon.in/Great-Choice-Lycra-Running-Shorts/dp/B0BQFB69XK/ref=sr_1_223?qid=1679217841&s=sports&sr=1-223,4.5,2,₹269,₹828
TEMPEST Running Sport Shorts Women/Running Shorts for Men,sports & fitness,Yoga,https://m.media-amazon.com/images/I/61Bzn789l7L._AC_UL320_.jpg,https://www.amazon.in/TEMPEST-White-Running-Sport-Shorts/dp/B09BG2MBW9/ref=sr_1_224?qid=1679217841&s=sports&sr=1-224,3.7,166,₹375,₹850
"Wiselife Yoga Mat Bag Blue Premium Carry Bag, Full Easy Access Zip, Multi Functional Storage Pockets & Adjustable Shoulder...",sports & fitness,Yoga,https://m.media-amazon.com/images/I/81T3z0sN+HL._AC_UL320_.jpg,https://www.amazon.in/Wiselife-Checkered-Functional-Adjustable-Shoulder/dp/B08WK49TNP/ref=sr_1_225?qid=1679217841&s=sports&sr=1-225,4.1,69,₹445.50,₹991
KiddoPanti Girls Solid Ankle Length Lycra Legging,sports & fitness,Yoga,https://m.media-amazon.com/images/I/61fjRdopE+L._AC_UL320_.jpg,https://www.amazon.in/KiddoPanti-Girls-Solid-Length-Legging/dp/B09G667J53/ref=sr_1_226?qid=1679217841&s=sports&sr=1-226,4.1,15,₹319,₹399
Adidas Men's Shorts,sports & fitness,Yoga,https://m.media-amazon.com/images/I/51d7yBqAV6L._AC_UL320_.jpg,https://www.amazon.in/Adidas-Mens-Shorts-He7167_L-Black/dp/B09N2Q7QJP/ref=sr_1_227?qid=1679217841&s=sports&sr=1-227,4.3,7,₹899,"₹1,799"
Puma Men's Bermuda Shorts,sports & fitness,Yoga,https://m.media-amazon.com/images/I/6108PLhHkbL._AC_UL320_.jpg,https://www.amazon.in/Puma-Regular-Polycotton-Casual-58670976_Peacoat-Cat_XL/dp/B08V57VJTP/ref=sr_1_228?qid=1679217841&s=sports&sr=1-228,4.0,28,₹809,"₹1,799"
FUNDAY FASHION Women's Trendy Fleece Zipper Sweatshirt with Hoodie for Women and Girls,sports & fitness,Yoga,https://m.media-amazon.com/images/I/61wTKtq6ggL._AC_UL320_.jpg,https://www.amazon.in/FUNDAY-FASHION-Womens-Sweatshirt-X-Large/dp/B0BQWP7DN7/ref=sr_1_229?qid=1679217841&s=sports&sr=1-229,3.0,2,₹349,"₹1,299"
TRUEREVO 2 in 1 Running Sports Shorts for Men with Mobile Phone Pocket Light Weight Quick Dry Fabric for Gym Athletic,sports & fitness,Yoga,https://m.media-amazon.com/images/I/51H4mmPCDnL._AC_UL320_.jpg,https://www.amazon.in/TRUEREVO-Double-Layered-Sports-Shorts/dp/B071WW5G4Y/ref=sr_1_230?qid=1679217841&s=sports&sr=1-230,4.2,816,"₹1,470","₹1,599"
"NEVER LOSE Compression Pants Tights, Skins, Men's Legging, Base Layer for Gym, Running, Swimming, Cricket, Cycling, Footba...",sports & fitness,Yoga,https://m.media-amazon.com/images/I/41J5HXeqN3L._AC_UL320_.jpg,https://www.amazon.in/NEVER-LOSE-Compression-Basketball-Badminton/dp/B088ZWJ629/ref=sr_1_231?qid=1679217841&s=sports&sr=1-231,3.4,123,₹398,"₹1,299"
"Anjali Easy Yoga Seat (Vajrasana Chair, Brown)",sports & fitness,Yoga,https://m.media-amazon.com/images/I/41zHuo30VsL._AC_UL320_.jpg,https://www.amazon.in/Anjali-Easy-Yoga-vajrasana-Chair/dp/B01IYHJE0M/ref=sr_1_232?qid=1679217841&s=sports&sr=1-232,4.3,218,₹599,₹650
"SHREY Apparels Compression Short Tights (M, Black)",sports & fitness,Yoga,https://m.media-amazon.com/images/I/71Rw4Ivi1uL._AC_UL320_.jpg,https://www.amazon.in/Shrey-Apparels-Compression-Short-Tights/dp/B0B7DHS648/ref=sr_1_233?qid=1679217841&s=sports&sr=1-233,4.3,33,,"₹1,099"
PANCHTATAVA Trendy Oynex Yoga Mat Bag | Yoga Mat Cover for Men & Women,sports & fitness,Yoga,https://m.media-amazon.com/images/I/61c2M8OJuHS._AC_UL320_.jpg,https://www.amazon.in/PANCHTATAVA-Trendy-Oynex-Cover-Women/dp/B092W2RKDL/ref=sr_1_234?qid=1679217841&s=sports&sr=1-234,4.3,30,₹375,₹999
Hopscotch Boy's Cotton Hooded Hoodie,sports & fitness,Yoga,https://m.media-amazon.com/images/I/61GrLddmCWL._AC_UL320_.jpg,https://www.amazon.in/Hopscotch-Cotton-Checks-Sleeves-Hooded/dp/B081CGXLQK/ref=sr_1_235?qid=1679217841&s=sports&sr=1-235,3.8,176,₹899,"₹1,519"
OJS Yoga Mats For Women And Men With Bag Exercise mat for home workout gym mat Anti Slip Yoga mat Workout mat Yoga Mat For...,sports & fitness,Yoga,https://m.media-amazon.com/images/I/51obMumBsFL._AC_UL320_.jpg,https://www.amazon.in/OJS-Carrying-4mm-6mm-8mm-Thickness-Anti-Slip/dp/B09Q15TXCV/ref=sr_1_236?qid=1679217841&s=sports&sr=1-236,3.7,353,₹449,₹999
JUGULAR Men's Cotton Hooded Neck Hooded Sweatshirt,sports & fitness,Yoga,https://m.media-amazon.com/images/I/71Kqwo+VVuL._AC_UL320_.jpg,https://www.amazon.in/JUGULAR-Cotton-Zipper-Sweatshirt-Black/dp/B09F3QX21K/ref=sr_1_237?qid=1679217841&s=sports&sr=1-237,3.6,399,₹475,"₹1,299"
SXV 'Chicago’ Printed Cool Aesthetic Sweatshirt Hoodie,sports & fitness,Yoga,https://m.media-amazon.com/images/I/41uPz0sTr9L._AC_UL320_.jpg,https://www.amazon.in/Unisex-Sweatshirt-Sxv_Chicago-Printed_-_Hoodie__Cream_L/dp/B0BCQJMYZ1/ref=sr_1_238?qid=1679217841&s=sports&sr=1-238,3.6,63,₹999,"₹2,000"
